Leaf_Wetness,Drought,Precipitation,Relative_Humidity,Soil_Moisture,Solar_Power,Temperature,Wind_Speed,AcresBurned
0.047088623,-4,0.554532394,49.75455397,0.08719912,655.3411086,26.74925001,9.665700313,15
0.130886078,-4,0.204316549,50.23181925,0.01089989,81.91763858,27.34365625,9.708212539,0
0.01636076,-4,0.025539569,42.49147741,0.093612486,10.23970482,26.11795703,10.53852657,0
0.002045095,-4,0.003192446,34.74893468,0.011701561,440.2674631,26.45224463,11.55481582,97717
0.000255637,-1,0.000399056,30.65611683,0.043337695,907.2959329,24.98153058,14.36935198,39736
3.20E-05,-1,0.178799882,44.9070146,0.047667212,696.7744916,24.41019132,12.521169,35302
3.99E-06,-1,0.188599985,33.75087683,0.150458401,820.4093115,21.23877392,13.80264612,32416
4.99E-07,-2,0.163574998,30.6188596,0.0383073,929.6011639,24.81734674,15.37533077,13153
6.24E-08,-3,0.037946875,29.46485745,0.059538413,382.4751455,31.00216834,11.25941635,12661
7.80E-09,-1,0.004743359,47.69560718,0.101192302,851.7968932,29.27527104,13.31992704,6488
9.75E-10,-3,0.42684292,43.2244509,0.180649038,914.0496116,23.03440888,11.15249088,6258
1.22E-10,-3,0.053355365,38.76555636,0.02258113,771.9687015,22.20430111,9.53156136,5503
0.375,-4,0.040419421,56.25819455,0.040697641,96.49608768,19.61303764,15.27894517,5367
0.296875,-3,0.005052428,53.40727432,0.140712205,12.06201096,25.4516297,16.00986815,4300
0.287109375,-3,0.000631553,53.05090929,0.153214026,1.50775137,26.18145371,16.10123352,4300
0.035888672,-4,7.89E-05,59.54386366,0.146276753,469.1509689,25.54768171,10.58765419,4240
0.004486084,-4,9.87E-06,60.35548296,0.145409594,527.6063711,25.46846021,9.898456774,4240
0.00056076,-3,1.23E-06,36.99443537,0.040426199,152.6757964,27.60855753,9.462307097,4045
7.01E-05,-3,1.54E-07,34.83680442,0.187428275,681.9219745,19.85106969,21.28278839,3895
0.250008762,-2,0.921250019,53.56710055,0.196678534,85.24024682,16.66888371,15.29784855,2143
0.031251095,-3,0.145156252,58.04588757,0.024584817,445.7175309,18.04611046,18.69973107,1995
0.003906387,-1,0.018144532,38.81823595,0.213198102,55.71469136,19.74326381,8.274966384,1952
0.000488298,-3,0.026018066,27.20227949,0.026649763,25.60183642,24.45540798,15.5343708,1680
6.10E-05,-3,0.607002258,47.91278494,0.16320622,703.8377296,18.606926,22.76679635,1651
0.37500763,-2,0.204625282,66.21409812,0.048400778,87.97971619,17.80086575,17.27084954,1548
0.046875954,0,0.38307816,49.48926226,0.137550097,345.0599645,20.37510822,21.18385619,1469
0.380859494,-4,0.04788477,43.31115778,0.017193762,43.13249557,23.99688853,16.23548202,1457
0.047607437,-1,0.005985596,25.33889472,0.68802422,257.2165619,29.63711107,15.99193525,1375
0.25595093,-4,0.8807482,61.71736184,0.144628028,32.15207024,27.66713888,8.211491907,968
0.031993866,-4,0.110093525,7.71467023,0.018078503,4.01900878,3.45839236,1.026436488,865
0.128999233,-4,0.013761691,63.38933378,0.093759813,27.2148761,13.96979905,30.96580456,632
0.016124904,-3,0.001720211,44.76116672,0.213219977,8.414359512,27.74622488,11.79572557,612
0.377015613,-4,0.061465026,60.28264584,-665.9733475,1.051794939,20.41827811,17.2619657,600
0.047126952,-4,0.007683128,47.12283073,-83.15341844,452.3689744,26.37728476,8.570245712,580
0.005890869,-2,0.000960391,34.19035384,-9.812052305,56.5461218,24.7221606,7.333780714,516
0.000736359,-4,0.000120049,29.96129423,-1.173131538,7.068265224,24.66527007,18.05422259,487
9.20E-05,-4,1.50E-05,60.47016178,0.396608558,420.0710332,19.57065876,10.59427782,400
1.15E-05,-4,0.078751876,57.92127022,0.09420107,52.50887914,19.43383234,14.44928473,380
1.44E-06,-4,0.009843984,41.90265878,0.937275134,6.563609893,14.61672904,9.056160591,333
1.80E-07,-3,0.334980498,34.20033235,0.334784392,0.820451237,27.06459113,9.357020074,320
2.25E-08,-4,0.041872562,40.62504154,0.110973049,0.102556405,27.65807389,18.24462751,311
2.81E-09,-2,0.04273407,40.71563019,0.227746631,90.36281955,27.25725924,8.730578439,274
3.51E-10,-4,0.005341759,31.25195377,0.082468329,12.04535244,25.1446574,16.8663223,269
4.39E-11,-4,0.00066772,34.30649422,0.010308541,4.555669055,28.50558218,10.17079029,247
5.49E-12,-4,8.35E-05,26.38831178,0.039788568,0.569458632,32.21319777,23.93384879,225
6.86E-13,-3,1.04E-05,42.22353897,0.006723571,0.071182329,27.60164972,17.9667311,217
8.57E-14,-4,1.30E-06,47.32794237,0.093215446,41.78389779,25.95020622,8.520841387,210
1.07E-14,-3,1.63E-07,46.8659928,0.119151931,5.222987224,27.81877578,6.552605173,190
0.25,1,0.17000002,55.8582491,0.361268991,0.652873403,21.86484697,14.49407565,175
0.03125,4,0.021250003,26.91978114,0.760033624,11.24410918,33.62060587,13.44925946,143
0.00390625,-4,0.00265625,36.23997264,0.296754203,259.0680136,30.14007573,12.20615743,130
0.375488281,3,6.362832031,73.36749658,0.726719275,32.38350171,13.63000947,17.01326968,125
0.046936035,3,0.795354004,9.170937073,0.090839909,4.047937713,1.703751183,2.12665871,120
0.005867004,-3,0.40566925,26.62136713,0.011354989,391.5434922,16.5129689,5.653332339,113
0.375733376,-4,0.050708656,43.26517089,0.307169374,48.94293653,20.02662111,4.819166542,106
0.046966672,-1,1.716338582,47.92064636,0.097271172,155.5553671,23.46582764,12.75239582,101
0.005870834,-4,0.214542323,40.8025808,0.205408896,19.44442088,17.58322845,14.00654948,94
0.000733854,-4,0.02681779,30.6253226,0.123551112,2.43055261,22.74790356,15.20081868,85
0.125091732,-1,0.577102224,50.54066532,0.577193889,0.303819076,20.53098794,14.90010234,84
0.015636466,-3,0.072137778,31.00508317,0.103399236,775.6504774,27.92887349,11.22501279,80
0.001954558,-2,0.212767222,33.8756354,0.270299905,959.0813097,17.74110919,18.1781266,75
0.12524432,-4,0.450345903,55.00945442,0.155787488,178.0351637,15.63013865,22.10976582,75
0.01565554,-4,0.105043238,38.4636818,0.073598436,723.6293955,30.01626733,15.08872073,72
0.001956942,-4,0.013130405,39.10796023,0.054824805,90.45367443,31.21453342,11.62359009,70
0.000244618,-4,0.001641301,4.888495028,0.006853101,11.3067093,3.901816677,1.452948761,70
3.06E-05,1,0.000205163,26.44856188,0.000856638,61.61333866,22.31272708,10.3316186,57
3.82E-06,2,0.125025645,46.96857023,0.39473208,33.51416733,19.13909089,13.51645232,50
0.125000478,-4,0.015628206,64.77107128,0.05459151,59.80177092,22.87988636,10.86455654,48
0.01562506,-4,0.001953526,40.44638391,0.122698939,426.6127214,28.1224858,11.72056957,47
0.001953132,-4,0.000244191,32.71829799,0.167087367,328.7390902,30.46531072,10.1150712,40
0.000244142,-4,3.05E-05,28.56478725,0.095260921,547.5423863,31.87066384,15.2893839,38
3.05E-05,-4,3.82E-06,32.47059841,0.011907615,185.8677983,31.12133298,10.28617299,30
3.81E-06,-2,4.77E-07,21.4713248,0.001488452,641.1584748,23.06516662,26.73577162,29
4.77E-07,-4,5.96E-08,45.2464156,0.095936056,239.7948093,26.37064583,12.61697145,27
5.96E-08,-3,0.092500007,63.86830195,0.235867007,646.6118512,23.38383073,8.602121432,25
7.45E-09,-4,0.011562501,33.80853774,0.175358376,80.8264814,29.74797884,9.687765179,25
0.125000001,-4,1.201445313,59.32606722,0.043669797,635.9158102,15.94349736,20.78597065,20
0.015625,-4,0.150180664,74.5907584,0.030583725,530.8519763,23.45543717,10.07324633,20
0.001953125,-1,0.152522583,64.5738448,0.135572966,66.35649703,19.63192965,12.20915579,15
0.250244141,-4,0.019065323,87.4842306,-665.9830534,57.51956213,27.09149121,17.83864447,10
0.031280518,-4,0.317383165,49.81052883,-83.24788167,678.3524453,30.1739364,10.76733056,0
0.003910065,-4,0.054672896,46.3263161,-10.23273521,939.8065557,21.58424205,6.83341632,151623
0.000488758,-4,0.006834112,37.14078951,-1.277841901,369.5133195,25.48553026,18.66667704,69438
6.11E-05,-4,0.969604264,46.68009869,-0.159730238,475.6266649,19.99819128,11.13333463,31359
7.64E-06,-4,0.121200533,53.54751234,0.08528372,311.4033331,25.52477391,13.06666683,25118
9.55E-07,-4,0.015150067,54.40593904,0.115910465,290.8754166,26.21559674,13.30833335,25118
1.19E-07,-4,0.213143758,32.55074238,0.215238808,100.2344271,22.43944959,19.71354167,10570
0.750000015,-4,0.30039297,54.5438428,0.074779851,12.52930338,17.9299312,9.626692709,6980
0.093750002,-3,2.796299121,56.80548035,0.418097481,31.57866292,24.7162414,8.790836589,5702
0.01171875,-4,0.40078739,35.93818504,0.168012185,726.8348329,22.03953017,20.18635457,4863
0.001464844,-4,0.050098424,44.04227313,0.084251523,220.3918541,23.22994127,16.69829432,4250
0.000183105,-4,0.006262303,35.43028414,0.01053144,125.9114818,27.70374266,7.97478679,2700
2.29E-05,-4,0.000782788,56.50378552,0.16644143,753.4764352,24.93796783,14.64684835,2446
2.86E-06,-4,0.180097848,47.78797319,0.107680179,201.8220544,25.95474598,14.36835604,2304
3.58E-07,-4,0.752512231,58.44849665,0.418335022,216.8777568,21.58184325,9.271044505,1542
0.125000045,-4,0.280314029,60.46856208,0.219291878,52.6597196,22.72273041,9.521380563,1086
0.015625006,-4,0.035039254,47.05857026,0.044036485,830.019965,21.1028413,13.56517257,1049
0.001953126,-4,0.004379907,35.51982128,0.005504561,109.9524956,27.41285516,11.19564657,1042
0.000244141,-4,0.064297488,43.53997766,0.28193807,816.819062,31.1391069,8.936955821,920
0.625030518,0,4.695537186,78.46749721,0.848117259,186.2523827,12.69238836,22.17961948,673
0.078128815,-4,0.586942148,68.69593715,0.120889657,292.1690478,22.61154855,9.609952435,670
0.009766102,-4,0.172117769,33.49949214,0.015111207,36.52113098,26.47644357,13.12624405,543
0.001220763,-4,1.242764721,42.96243652,0.145513901,4.565141373,30.14705545,8.653280507,430
0.000152595,-4,0.15534559,43.02030456,0.109189238,5.208142672,28.89338193,9.394160063,415
1.91E-05,-4,0.019418199,39.09003807,0.101773655,0.651017834,27.99917274,18.27427001,400
0.250002384,-3,0.754927275,63.52375476,0.053721707,0.081377229,18.26239659,23.97178375,275
0.031250298,-4,0.094365909,53.39046934,0.100840213,618.8101722,27.72029957,11.32147297,215
1.003906287,-3,0.035545739,81.87380867,0.189480027,77.35127152,19.85253745,10.69018412,214
0.125488286,-4,0.183193217,39.49672608,0.222310003,712.3689089,28.76906718,18.28627302,212
0.015686036,-4,0.309149152,37.68709076,0.19578875,570.8461136,26.1711334,11.97328413,204
0.001960754,-4,0.038643644,38.83588635,0.191473594,902.5307642,17.82139167,13.58416052,200
0.000245094,4,0.004830456,49.76698579,1.161309199,112.8163455,6.202673959,22.27302006,200
3.06E-05,-3,0.000603807,53.13337322,0.22978865,14.10204319,22.88783424,26.79662751,195
3.83E-06,-4,3.908825476,66.81667165,0.356098581,597.0877554,22.89847928,10.08707844,181
4.79E-07,-3,0.512353184,77.36458396,0.238637323,646.8984694,22.59980991,8.123384805,171
5.98E-08,-4,0.064044148,40.55807299,0.029829665,141.0498087,19.91247624,13.0279231,170
7.48E-09,-3,0.035505519,36.69475912,0.165103708,478.1437261,32.46405953,15.61599039,170
9.35E-10,-4,4.57193819,66.16184489,0.247262964,482.4304658,22.88300744,9.939498798,167
1.17E-10,-4,0.571492274,61.94523061,0.16015787,716.2288082,21.53537593,11.27993735,158
1.46E-11,-4,0.252686534,49.49315383,0.273394734,90.99110103,29.00442199,13.53499217,158
1.83E-12,-4,0.031585817,46.64914423,0.225424342,11.37388763,29.25055275,20.64187402,150
2.28E-13,-4,0.003948227,50.16864303,-665.971822,735.646736,23.54381909,17.68023425,146
0.5,3,1.881743528,72.34608038,-82.47910274,91.95584199,8.092977387,14.39752928,137
0.0625,-4,0.235217941,34.15576005,-10.23488784,11.49448025,29.81162217,13.22469116,135
0.0078125,-4,0.029402243,40.26947001,-1.13486098,13.49931003,28.70145277,7.778086395,128
0.000976563,-4,0.29617528,40.49618375,-0.020982623,526.4124138,24.7751816,14.8472608,116
0.00012207,-4,0.03702191,45.97452297,0.067252172,464.8765517,26.5468977,14.0684076,114
1.53E-05,-4,0.004627739,44.37181537,0.028031522,456.072069,26.91836221,21.50855095,112
1.91E-06,-4,0.040578467,47.23397692,0.37875394,190.2340086,25.43979528,10.51356887,110
2.38E-07,-4,0.005072308,31.41674712,0.047344243,158.0792511,28.79247441,12.56419611,109
2.98E-08,-4,0.000634039,35.92709339,0.09866803,19.75990638,21.7365593,13.04552451,108
3.73E-09,-4,0.753829255,38.96588667,0.012333504,32.8949883,26.95456991,13.11819056,104
4.66E-10,-3,0.094228657,33.92073583,0.469541688,826.4743735,30.48182124,9.727273821,100
5.82E-11,-4,0.109278582,72.02759198,0.064317711,255.7592967,22.58522765,9.928409228,95
0.5,-4,0.076159823,74.728449,0.082414714,31.96991209,20.96065346,11.86605115,95
0.0625,-4,0.009519978,33.90355612,0.055676839,3.996239011,29.87008168,17.92075639,90
0.0078125,-4,0.361189997,37.37544452,0.151209605,0.499529876,29.85876021,7.977594549,86
0.000976563,-4,0.04514875,64.30943056,0.149026201,447.2999412,26.94484503,8.447199319,80
0.00012207,-4,1.046893594,52.50117882,0.400503275,713.0499927,23.88060563,12.53089991,77
1.53E-05,-4,0.163361699,29.45014735,0.356437909,92.81874908,29.1600757,14.02886249,75
1.91E-06,-4,0.212920212,30.59376842,0.091929739,469.3523436,30.15750946,19.01610781,75
2.38E-07,-4,1.326615027,56.93672105,0.324491217,74.24404295,26.19468868,11.72701348,75
0.12500003,-4,0.165826878,89.67959013,-665.9594386,9.280505369,24.02433609,23.07837668,72
0.015625004,-1,0.63447836,57.13494877,-83.06717982,332.1225632,27.30304201,17.59729709,67
0.001953125,-4,0.079309795,35.2793686,-10.13977248,526.6278204,25.15038025,13.62466214,60
0.000244141,-4,0.191163724,53.68492107,-1.17159656,590.2909775,26.58129753,13.47808277,60
3.05E-05,-4,0.043895466,32.48561513,0.04542543,138.9988722,33.16016219,18.00976035,59
3.81E-06,-4,0.005486933,32.47320189,0.005678179,17.37485902,23.75752027,13.31372004,55
1.000000477,-3,0.041935867,74.28415024,0.169834772,2.171857378,24.60719003,9.401715005,55
0.12500006,-4,0.120241983,44.78551878,0.136229347,0.271482172,30.42589875,12.41271438,55
0.015625007,-1,0.015030248,60.53568985,0.705153668,166.3464353,23.95323734,8.351589297,54
